"","Comp.1","Comp.2","Comp.3"
"177",-9.43267609706676,2.64513457483322,-1.23620366609546
"178",-8.97926460342873,2.08256251398346,-2.07372779768837
"179",-8.86549553728676,1.77887394934569,-3.06627784368061
"180",-8.71066382304862,0.638437931109271,-3.91610863064985
"181",-8.21195305707314,-0.00925102840426926,-5.17081301770317
"182",-7.91090066616321,-0.704128682904883,-5.93300028160418
"183",-7.69752811078084,-1.29606521292581,-6.48940038555901
"184",-7.5555168100828,-1.6854611869074,-6.24820536383766
"185",-7.50818073388846,-1.65257061091402,-5.85582060561668
"186",-7.43361024989091,-1.25915469070461,-5.60305841174229
"187",-7.58140061131729,-1.30706445955087,-4.69527972305997
"188",-7.4614490121685,-1.42638741696586,-4.6822875236952
"189",-7.44098574701632,-1.29211855682971,-4.40251926389411
"190",-7.41748641361462,-1.32144156483161,-4.02623848309247
"191",-7.24067886923398,-1.77649365619166,-4.03803569877287
"192",-7.09775655160514,-1.82758427616869,-4.00437955666484
"193",-6.95480456074945,-1.63977632052438,-3.33105282552961
"194",-7.0492504084771,-1.86269093453488,-2.7172031724923
"195",-7.05629263024885,-1.92396389383669,-2.99274376638998
"196",-7.12514569920165,-1.55929825323492,-3.26984216367721
"197",-7.06948660428539,-1.28604407318552,-2.54378017786108
"198",-7.04304852972501,-1.21188205481888,-2.65476970168729
"199",-6.93989586991252,-1.12221931499675,-2.71669117756189
"200",-7.05888475054264,-1.01117731045175,-2.12700398469177
"201",-7.16296574409795,-0.920448561920978,-1.2424155540966
"202",-7.06091616298693,-0.962301593880318,-1.64246950946268
"203",-6.99706039711309,-0.880349807508072,-1.24233411238361
"204",-6.93843628169054,-0.884619011971798,-0.807845832407366
"205",-6.80561742163604,-0.778348221141111,-1.88595782187172
"206",-6.83630997943686,-0.705295689172406,-0.463807734500894
"207",-7.08203995875864,-0.855801543703746,0.351816634106275
"208",-6.95832523816514,-0.691785957471136,0.142649358581175
"209",-7.10611123292377,-0.333656031170941,0.654698983637582
"210",-7.1341218337184,-0.214695407074342,0.762242580198082
"211",-7.10029088622937,-0.187296911229758,0.988074160236385
"212",-7.20310851731356,0.165916675648366,1.2815211658596
"213",-7.17230214125447,0.343275114677554,0.867596745852992
"214",-7.27694137866849,0.416309571253942,1.46069879048717
"215",-7.24870882411035,0.621345510795001,1.55831650306568
"216",-7.25612128231321,0.566411664008186,1.94440563949538
"217",-7.33457582422967,0.759665471787039,0.423693385213742
"218",-7.16217898439155,0.884193802028289,0.806980657840602
"219",-7.13846370144406,0.985336676535067,1.90042921868047
"220",-7.26881226798682,1.11782157127021,2.66637882242494
"221",-7.2472467443206,1.60842059649608,2.10095720636701
"222",-7.29068820730982,1.66861998043607,2.83426527660819
"223",-7.32893880907649,1.75369131382804,2.28055530440406
"224",-7.2181229661446,2.04140842476108,2.14857136436259
"225",-7.26329432944519,2.13981229839536,2.38404802861662
"226",-7.28981324226535,2.52268288191338,2.61233221725046
"227",-7.57400903069427,2.89476212985555,3.04928126810096
"228",-7.61959931094574,3.11025164860796,3.0217818551633
"229",-7.24573349673296,3.07298604982197,0.968311986698794
"230",-7.1228118336743,3.30713621430138,0.845851929351912
"231",-7.16701229835983,3.41007834611082,2.10817901384886
"232",-7.53165545928681,3.44130726151277,0.979973749002665
"233",-7.36814977655462,3.54190699094414,2.16853587753095
"234",-7.41357457455553,3.98952044318566,2.29029480967759
"235",-7.33118909773031,4.11186851352481,1.63099892056538
"236",-7.38449286018538,4.5073440431649,1.71456871493785
"237",-7.47698534501525,4.30269527759767,2.04945550040193
"238",-7.83417152775639,6.14191436815625,1.65445791357021
"239",-7.58948493065643,5.1803771034504,0.206598669080652
"240",-7.65451835731541,6.1213357059164,0.479744022833804
"241",-7.49214480277622,6.42521615860652,-0.16028320403564
"242",-7.35334427679518,6.16300179169693,-1.02231539682445
"243",-8.01808174675564,8.0161455257462,-1.6524521237591
"244",-8.19029541775804,9.98885935868973,-1.84889799333565
"245",-6.64025863451346,5.9330766809608,-4.45394693721571
"246",-6.39071873441171,4.95681467398628,-3.72600399474386
"247",-6.15121845736145,4.01688924644315,-3.67099463782242
"248",-6.24052744572213,3.81822925265991,-3.08805265931407
"249",-6.50032580323435,4.280431964724,-2.34045210545996
"250",-6.79374176683329,5.74769879678153,-1.73074744148314
"251",-7.46177631498882,7.81350787424316,-0.710775798951565
"252",-8.10692670240194,10.0695705271563,-0.0575585481072818
"253",-8.14294799039509,11.1205028763798,0.258050352529261
"254",-7.19773283715269,7.72174529476362,-2.30665449674449
"255",-6.94032654925314,7.2133218392313,-2.36422385426587
"256",-7.14221069628879,7.96645171076532,-1.86569945811537
"257",-7.65176055069764,9.65519318622849,-1.68888685560664
"258",-7.86176116915953,11.5514843416375,-1.91807707002189
"259",-7.839407103312,11.0430063936875,-2.37377627897665
"260",-7.3364959127858,9.19883531625023,-3.68580321719199
"261",-6.95482844813375,7.6506878543738,-5.25545707852759
"262",-6.75972404712562,7.6258246139831,-5.83666670431746
"263",-6.29488149304713,7.61394782571886,-6.11871915378467
"264",-6.1418703588597,6.42972899990547,-6.71388234021711
"265",-6.66065951782284,6.90692417674736,-7.94365785360759
"266",-6.50354144853513,7.62809278151322,-6.5669909619402
"267",-6.68516310943372,8.16740138092258,-6.25141953243552
"268",-6.71025122102099,8.33136259416082,-6.35321242567191
"269",-6.57619131150111,8.13977661869508,-5.98399140757273
"270",-6.38065016173926,7.31033371176408,-6.87741377337173
"271",-6.05833322830639,6.2451642980967,-6.60848874589903
"272",-5.49649188391718,4.96717399273454,-7.83735098520797
"273",-5.53741758418916,5.29708124586657,-7.03730767118097
"274",-5.32774535818394,5.19840089353662,-6.54960287234814
"275",-5.13870521626988,4.58891811506737,-6.0258745531147
"276",-4.96319230569781,4.44450246388505,-5.89761438147937
"277",-4.85946748653139,4.1109487582165,-4.78743197671638
"278",-5.08544837166799,3.53951111236858,-4.52316113341379
"279",-4.84327746651144,3.66397239055638,-4.2845361450643
"280",-4.70956964849957,3.78922980501967,-4.03699481354381
"281",-4.6417961887465,3.67760089760903,-2.99112559998691
"282",-4.64769754317997,3.61977188964361,-2.733312987061
"283",-4.68345415744243,3.82148405341235,-2.33997177376473
"284",-4.78748704382378,3.96440982527413,-2.21562133576368
"285",-4.53136185521807,4.14646685171253,-2.50946681831166
"286",-4.57475660667907,4.39214106294402,-1.91547556131228
"287",-4.56306723338253,4.14811251305872,-1.86544425005168
"288",-4.57940783415548,4.09374392931062,-2.02590013979285
"289",-4.69840275878646,4.36871761578773,-0.59604746461763
"290",-4.930768946254,4.18421045737501,0.869378627399556
