,0,1,2
0,0.0,0.0,0.0
1,0.7912087912087912,0.5934065934065934,0.27472527472527475
2,0.7252747252747253,0.6483516483516484,0.27472527472527475
3,0.945054945054945,0.6263736263736264,0.32967032967032966
4,0.8241758241758241,0.7582417582417582,0.4065934065934066
5,0.8571428571428571,0.7142857142857143,0.32967032967032966
6,0.7252747252747253,0.6153846153846154,0.37362637362637363
7,0.6483516483516484,0.6263736263736264,0.42857142857142855
8,0.6483516483516484,0.7472527472527473,0.4945054945054945
9,0.7582417582417582,0.6483516483516484,0.43956043956043955
10,0.8791208791208791,0.8241758241758241,0.9560439560439561
11,0.6923076923076923,0.6703296703296703,0.37362637362637363
12,0.8241758241758241,0.8461538461538461,0.43956043956043955
13,0.7032967032967034,0.8021978021978022,0.9230769230769231
14,0.9120879120879121,0.7252747252747253,0.8351648351648352
15,0.7802197802197802,0.8791208791208791,0.7692307692307693
16,0.6703296703296703,0.6593406593406593,0.967032967032967
17,0.9010989010989011,0.8901098901098901,0.4175824175824176
18,0.8681318681318682,0.5494505494505495,0.9560439560439561
19,0.6593406593406593,0.45054945054945056,0.4065934065934066
20,0.6703296703296703,0.7582417582417582,0.5714285714285714
21,0.6263736263736264,0.7472527472527473,0.9010989010989011
22,0.6153846153846154,0.8571428571428571,0.3076923076923077
23,0.6043956043956044,0.7252747252747253,0.9560439560439561
24,0.8901098901098901,0.7362637362637363,0.38461538461538464
25,0.5054945054945055,0.7252747252747253,0.34065934065934067
26,0.7472527472527473,0.7582417582417582,0.967032967032967
27,0.8351648351648352,0.8901098901098901,0.9340659340659341
28,0.8241758241758241,0.7912087912087912,0.989010989010989
29,0.7582417582417582,0.7252747252747253,0.9230769230769231
30,0.8681318681318682,0.6923076923076923,0.7582417582417582
31,0.6923076923076923,0.8351648351648352,0.9560439560439561
32,0.6043956043956044,0.6153846153846154,0.6483516483516484
33,0.4835164835164835,0.6263736263736264,0.27472527472527475
34,0.7142857142857143,0.5824175824175825,0.25274725274725274
35,0.7142857142857143,0.6043956043956044,0.2967032967032967
36,0.8351648351648352,0.5824175824175825,0.24175824175824176
37,0.9340659340659341,0.6373626373626373,0.31868131868131866
38,0.8791208791208791,0.6043956043956044,0.2857142857142857
39,0.5824175824175825,0.6153846153846154,0.27472527472527475
40,0.6263736263736264,0.6263736263736264,0.2857142857142857
41,0.7252747252747253,0.5934065934065934,0.27472527472527475
